oid,matched_via,report_title,db_author,report_author
19735,2023 ND 139,Adoption of B.T.H. (CONFIDENTIAL),(none),Per Curiam
19734,2023 ND 137,Interest of B.R. (CONFIDENTIAL) (consolidated w/20230187),(none),Per Curiam
19742,2023 ND 157,Interest of A.B. (CONFIDENTIAL) (consolidated w/20230198 & 20230199),(none),Per Curiam
18233,2023 ND 215,Benter v. State,(none),Per Curiam
19806,2023 ND 236,State v. Serdahl,(none),Per Curiam
19743,2023 ND 158,Interest of A.M. (CONFIDENTIAL)(consolidated w/20230210),(none),Per Curiam
19812,2023 ND 244,Heywood v. State,(none),Per Curiam
19918,2024 ND 17,Landis v. State,(none),Per Curiam
19813,2023 ND 245,State v. Gai,(none),Per Curiam
19754,2023 ND 169,Disciplinary Board v. Slyva,(none),Per Curiam
19775,2023 ND 189,Matter of Reciprocal Discipline of Roach,(none),Per Curiam
19748,2023 ND 163,Interest of A.Z.,(none),Per Curiam
19885,2024 ND 14,Swanson v. State,(none),Per Curiam
19852,2024 ND 11,Plaisimond v. State,(none),Per Curiam
19756,2023 ND 170,"Vacancy in Judgeship No. 1, SEJD",(none),Per Curiam
18242,2023 ND 241,"Mathisen, et al. v. Becker-Johner",(none),Per Curiam
19772,2023 ND 186,Disciplinary Board v. Pilch (consolidated w/ 20230266),(none),Per Curiam
19773,2023 ND 187,Disciplinary Board v. Pilch,(none),Per Curiam
19810,2023 ND 242,Gaede v. State,(none),Per Curiam
19774,2023 ND 188,Disciplinary Board v. Baird,(none),Per Curiam
19770,2023 ND 184,Interest of P.R.-K. (CONFIDENTIAL)(consolidated w/20230282),(none),Per Curiam
19792,2023 ND 205,"Vacancy in Judgeship No. 2, NECJD",(none),Per Curiam
19863,2024 ND 12,"Stancel v. Stancel, et al.",(none),Per Curiam
19768,2023 ND 182,Interest of K.J.,(none),Per Curiam
19781,2023 ND 194,Interest of C.K.,(none),Per Curiam
19791,2023 ND 204,Matter of Reciprocal Discipline of Hill,(none),Per Curiam
20062,2024 ND 87,State v. Williams,(none),Per Curiam
20042,2024 ND 69,Rennie v. State,(none),Per Curiam
20031,2024 ND 59,Urrabazo v. State,(none),Per Curiam
20020,2024 ND 49,Adoption of  R.E.M. (CONFIDENTIAL),(none),Per Curiam
19899,2024 ND 152,State v. Prescott,(none),Per Curiam
20022,2024 ND 50,Happel v. State,(none),Per Curiam
19808,2023 ND 238,Interest of J.M.M. (CONFIDENTIAL),(none),Per Curiam
19846,2024 ND 104,State v. Alinder,(none),Per Curiam
19803,2023 ND 229,Matter of Overboe (CONFIDENTIAL),(none),Per Curiam
19842,2024 ND 100,State v. Anderson,(none),Per Curiam
20064,2024 ND 89,State v. Eggl,(none),Per Curiam
20065,2024 ND 9,Interest of J.C. (CONFIDENTIAL)(consolidated w/ 20230378),Bahr,Per Curiam
20006,2024 ND 36,Interest of J.C. (CONFIDENTIAL)(consolidated w/ 20230378),(none),Per Curiam
20057,2024 ND 82,State v. Heintz (consolidated w/ 20230383-20230385),(none),Per Curiam
20057,2024 ND 82,"State v. Heintz (consolidated w/ 20230382, 20230384, & 20230385)",(none),Per Curiam
20057,2024 ND 82,"State v. Heintz (consolidated w/ 20230382, 20230383, & 20230385)",(none),Per Curiam
20057,2024 ND 82,State v. Heintz (consolidated w/ 20230382-20230384),(none),Per Curiam
19859,2024 ND 116,Idso v. Idso,(none),Per Curiam
20074,2024 ND 98,Peltier v. State (consolidated w/20230392),(none),Per Curiam
20074,2024 ND 98,Peltier v. State (consolidated w/20230391),(none),Per Curiam
19847,2024 ND 105,State v. Reller,(none),Per Curiam
19854,2024 ND 111,Mohammed v. State,(none),Per Curiam
19879,2024 ND 134,State v. Lane,(none),Per Curiam
20066,2024 ND 90,Rivera-Rieffel v. State,(none),Per Curiam
19874,2024 ND 13,Interest of R.S.,(none),Per Curiam
20016,2024 ND 45,"Vacancy in Judgeship No. 3, SCJD",(none),Per Curiam
19936,2024 ND 186,State v. Jalloh (consolidated w/20240010),(none),Per Curiam
19936,2024 ND 186,State v. Jalloh (consolidated w/20240009),(none),Per Curiam
19881,2024 ND 136,Watts v. State,(none),Per Curiam
19980,2024 ND 225,Disciplinary Board v. Spencer,(none),Per Curiam
19997,2024 ND 28,Disciplinary Board v. Spencer,(none),Per Curiam
19944,2024 ND 193,"Santora v. Santora, et al.",(none),Per Curiam
19848,2024 ND 106,State v. Scully,(none),Per Curiam
20005,2024 ND 35,Disciplinary Board v. Pilch,(none),Per Curiam
19889,2024 ND 143,Wootan v. State,(none),Per Curiam
19958,2024 ND 205,Mbulu v. State,(none),Per Curiam
20028,2024 ND 56,Interest of S.B.,(none),Per Curiam
19922,2024 ND 173,State v. Littlebird,(none),Per Curiam
20034,2024 ND 61,Interest of S.S.C.,(none),Per Curiam
20049,2024 ND 75,"Vacancy in Judgeship No. 8, ECJD",(none),Per Curiam
20029,2024 ND 57,Interest of J.D. (CONFIDENTIAL),(none),Per Curiam
19877,2024 ND 132,Interest of H.J.J.N.,(none),Per Curiam
20044,2024 ND 70,Interest of H.J.J.N.,McEvers,Per Curiam
20012,2024 ND 41,Interest of R.K.,(none),Per Curiam
20023,2024 ND 51,Interest of Y.R.,(none),Per Curiam
19935,2024 ND 185,Martinez v. State,(none),Per Curiam
19910,2024 ND 162,"Zundel v. City of Jamestown, et al.",(none),"Tufte, Jerod E."
19931,2024 ND 181,Urrabazo v. State,(none),Per Curiam
19932,2024 ND 182,State v. Hoffman,(none),Per Curiam
20068,2024 ND 92,Interest of S.M.F.,(none),Per Curiam
19956,2024 ND 203,State v. Cruz,(none),Per Curiam
19843,2024 ND 101,"In the Matter of Reciprocal Discipline of Julie L. Bruggeman, a Member of the Bar of State of North Dakota",(none),Per Curiam
20210,2025 ND 22,State v. Henderson,(none),Per Curiam
19948,2024 ND 197,State v. White Bird,(none),Per Curiam
19957,2024 ND 204,State v. Callahan,(none),Per Curiam
20246,2025 ND 39,State v. McDermott,(none),Per Curiam
19869,2024 ND 125,Interest of D.M.E.,(none),Per Curiam
20280,2025 ND 7,Glaum v. Woodrow,(none),Per Curiam
19976,2024 ND 221,Poseley v. Homer Township,(none),Per Curiam
19891,2024 ND 145,Interest of H.W.,(none),Per Curiam
19968,2024 ND 214,Sanchez v. State,(none),Per Curiam
19913,2024 ND 165,"Interest of W.S., a Child",(none),Per Curiam
19913,2024 ND 165,"Interest of W.S., a Child",(none),Per Curiam
19942,2024 ND 191,Disciplinary Board v. Daniel,(none),Per Curiam
20268,2025 ND 59,State v. Alg,(none),Per Curiam
20154,2025 ND 17,State v. Ruot,(none),Per Curiam
20235,2025 ND 29,State v. Littleghost,(none),Per Curiam
20132,2025 ND 15,Windyboy v. State,(none),Per Curiam
19928,2024 ND 179,Interest of J.R.,(none),Per Curiam
19928,2024 ND 179,Interest of T.R.,(none),Per Curiam
19923,2024 ND 174,Interest of W.C.M.,(none),Per Curiam
20188,2025 ND 20,Hillerson v. Baker,(none),Per Curiam
20187,2025 ND 2,Tiah v. State,(none),Per Curiam
20187,2025 ND 2,Tiah v. State,(none),Per Curiam
20187,2025 ND 2,Tiah v. State,(none),Per Curiam
19926,2024 ND 177,Interest of J.M.P.,(none),Per Curiam
20240,2025 ND 33,Estate of Connolly,(none),Per Curiam
20143,2025 ND 16,State v. Jackson,(none),Per Curiam
19943,2024 ND 192,Interest of A.J.E.,(none),Per Curiam
20261,2025 ND 52,State v. Medina,(none),Per Curiam
19953,2024 ND 200,Interest of J.S.,(none),Per Curiam
19953,2024 ND 200,Interest of N.S.,(none),Per Curiam
19953,2024 ND 200,Interest of B.S.,(none),Per Curiam
19925,2024 ND 176,Disciplinary Board v. Merkens (interim Suspension),(none),Per Curiam
20260,2025 ND 51,Hersha v. State,(none),Per Curiam
20084,2025 ND 106,State v. Lampert,(none),Per Curiam
20221,2025 ND 23,First National Bank of Omaha v. Yates,(none),Per Curiam
19970,2024 ND 216,Judicial Conduct Commission v. Hagen,(none),Per Curiam
20144,2025 ND 160,"Diop v. Altepeter, et al.",(none),Per Curiam
20292,2025 ND 80,"Dennis v. Dennis, et al.",(none),Per Curiam
20232,2025 ND 26,"Access Independent Health Services, Inc., d/b/a Red River Women's Clinic. et al. v. Wrigley, et al.",(none),Per Curiam
20186,2025 ND 199,"Access Independent Health Services, Inc., d/b/a Red River Women's Clinic. et al. v. Wrigley, et al.",(none),Per Curiam
20310,2025 ND 97,State v. Lewellyn,(none),Per Curiam
19960,2024 ND 207,Disciplinary Board v. Spencer (Interim Suspension),(none),Per Curiam
20294,2025 ND 82,"Western Equipment Finance v. Sergei Tumas Productions, et al.",(none),Per Curiam
20088,2025 ND 11,Interest of E.E.,(none),Per Curiam
20281,2025 ND 70,State v. Lyons,(none),Per Curiam
20241,2025 ND 34,State v. Gum,(none),Per Curiam
20312,2025 ND 99,State v. Weltikol,(none),Per Curiam
20250,2025 ND 42,Interest of S.F.,(none),Per Curiam
20257,2025 ND 49,Disciplinary Board v. Spencer,(none),Per Curiam
20258,2025 ND 5,Interest of R.S.,(none),Per Curiam
20096,2025 ND 117,Anderson v. Anderson,(none),Per Curiam
20082,2025 ND 104,Interest of C.B.,(none),Per Curiam
20089,2025 ND 110,"Kemp, et al. v. Kvislen, et al.",(none),Per Curiam
20283,2025 ND 72,"Bauer v. Job Service, et al.",(none),Per Curiam
20155,2025 ND 170,Williamson v. Williamson,(none),Per Curiam
20141,2025 ND 158,State v. Pittsley,(none),Per Curiam
20297,2025 ND 85,Lowe v. WSI,(none),Per Curiam
20092,2025 ND 113,Interest of Hicks,(none),Per Curiam
20094,2025 ND 115,State v. Gramkow,(none),Per Curiam
20098,2025 ND 119,Interest of J.O.,(none),Per Curiam
20098,2025 ND 119,Interest of L.O.,(none),Per Curiam
20098,2025 ND 119,Interest of A.O.,(none),Per Curiam
20098,2025 ND 119,Interest of A.O.,(none),Per Curiam
20277,2025 ND 67,"Vacancy in Judgeship No. 1, NCJD",(none),Per Curiam
20301,2025 ND 89,"Vacancy in Judgeship No. 1, SCJD",(none),Per Curiam
20303,2025 ND 90,"Vacancy in Judgeship No. 4, NECJD",(none),Per Curiam
20080,2025 ND 102,Interest of D.B.,(none),Per Curiam
20080,2025 ND 102,Interest of C.B.,(none),Per Curiam
20080,2025 ND 102,Interest of M.B.,(none),Per Curiam
20097,2025 ND 118,Reciprocal Discipline of Odegaard,(none),Per Curiam
20161,2025 ND 176,Hernandez v. State,(none),Per Curiam
20149,2025 ND 165,Rugland v. State,(none),Per Curiam
20142,2025 ND 159,Duchaine v. State,(none),Per Curiam
20134,2025 ND 151,Interest of J.L.,(none),Per Curiam
20134,2025 ND 151,Interest of J.L.,(none),Per Curiam
20134,2025 ND 151,Interest of J.L.,(none),Per Curiam
20134,2025 ND 151,Interest of J.L.,(none),Per Curiam
20157,2025 ND 172,State v.  Santiago Agosto,(none),Per Curiam
20200,2025 ND 210,State v. Running Bear,(none),Per Curiam
20085,2025 ND 107,Interest of M.K.,(none),Per Curiam
20209,2025 ND 219,"Dukart, et al. v. Holmes",(none),Per Curiam
20162,2025 ND 177,Schultz v. Schultz,(none),Per Curiam
20202,2025 ND 212,"Wright, et al. v. Holmes",(none),Per Curiam
20164,2025 ND 179,Eggl v. State,(none),Per Curiam
20153,2025 ND 169,"Thompson v. City of Adams, et al.",(none),Per Curiam
20139,2025 ND 156,Goolsby v. Crosby,(none),Per Curiam
20133,2025 ND 150,State v. Vasquez,(none),Per Curiam
20216,2025 ND 225,"Myrick, et al. v. Holmes",(none),Per Curiam
20183,2025 ND 196,"Diop v. Altepeter, et al.",(none),Per Curiam
20228,2025 ND 236,White Bird v. State,(none),Per Curiam
20189,2025 ND 200,State v. Lizotte,(none),Per Curiam
20126,2025 ND 144,"Vacancy in Judgeship No. 4, NEJD",(none),Per Curiam
20327,2026 ND 22,State v. Torres-Sosa,(none),Per Curiam
20208,2025 ND 218,Mollner v. State,(none),Per Curiam
20217,2025 ND 226,Duffi v. State,(none),Per Curiam
20218,2025 ND 227,Geiger v. State,(none),Per Curiam
20191,2025 ND 202,Kalmio v. State,(none),Per Curiam
20363,2026 ND 55,"Rath v. Rath, et al.",(none),Per Curiam
20369,2026 ND 60,"Emme v. Emme, et al.",(none),Per Curiam
20335,2026 ND 3,Rangel v. State,(none),Per Curiam
20331,2026 ND 26,"Fargo Maple View v. Lofthus, et al.",(none),Per Curiam
20224,2025 ND 232,Bohe v. State,(none),Per Curiam
20319,2026 ND 15,Johnson v. State,(none),Per Curiam
20410,2026 ND 89,State v. Narveson,(none),Per Curiam
20348,2026 ND 41,State v. Eggleston,(none),Per Curiam
20329,2026 ND 24,"Holzworth v. Ortega Rivera, et al.",(none),Per Curiam
20415,2026 ND 94,"Stokka v. Stokka, et al.",(none),Per Curiam
20131,2025 ND 149,Disciplinary Board v. Merkens,(none),Per Curiam
20131,2025 ND 149,Disciplinary Board v. Merkens,(none),Per Curiam
20131,2025 ND 149,Disciplinary Board v. Merkens,(none),Per Curiam
20344,2026 ND 38,State v. Landen,(none),Per Curiam
20215,2025 ND 224,State v. Hamilton,(none),Per Curiam
20214,2025 ND 223,State v. Gaede,(none),Per Curiam
20373,2026 ND 64,State v. Vasquez,(none),Per Curiam
20382,2026 ND 9,State v. Vasquez,(none),Per Curiam
20349,2026 ND 42,Davis v. State,(none),Per Curiam
20167,2025 ND 181,Interest of M.P.,(none),Per Curiam
20167,2025 ND 181,Interest of A.P.,(none),Per Curiam
20167,2025 ND 181,Interest of C.P.,(none),Per Curiam
20393,2026 ND 72,Adams v. State,(none),Per Curiam
20356,2026 ND 49,Klebe v. Klebe,(none),Per Curiam
20179,2025 ND 192,"Vacancy in Judgeship No. 6, ECJD",(none),Per Curiam
20318,2026 ND 14,Williamson v. State,(none),Per Curiam
20192,2025 ND 203,Interest of A.D.-B.,(none),Per Curiam
20192,2025 ND 203,Interest of M.D.-B.,(none),Per Curiam
20192,2025 ND 203,Interest of C.B.,(none),Per Curiam
20207,2025 ND 217,Interest of J.C.,Crothers,Per Curiam
20333,2026 ND 28,Interest of J.C.,(none),Per Curiam
20333,2026 ND 28,Interest of S.C.Y.,(none),Per Curiam
20207,2025 ND 217,Interest of S.C.Y.,Crothers,Per Curiam
20326,2026 ND 21,Adoption of M.L.P.,(none),Per Curiam
20392,2026 ND 71,"Gjovig, et al. v. New Century Ag",(none),Per Curiam
20204,2025 ND 214,Interest of G.S.,(none),Per Curiam
20204,2025 ND 214,Interest of A.S.,(none),Per Curiam
20196,2025 ND 207,Interest of B.L.H.,(none),Per Curiam
20365,2026 ND 57,Kantola v. Kantola,(none),Per Curiam
20339,2026 ND 33,"Rent Daddy's v. Gamel, et al.",(none),Per Curiam
20507,2026 ND 102,State v. Busche,(none),Per Curiam
20395,2026 ND 74,Conica v. State,(none),Per Curiam
20398,2026 ND 77,Garcia v. State,(none),Per Curiam
20406,2026 ND 85,Brooks v. State,(none),Per Curiam
20332,2026 ND 27,Interest of M.M.,(none),Per Curiam
20397,2026 ND 76,Interest of D.G.,(none),Per Curiam
20343,2026 ND 37,Interest of D.G.,McEvers,Per Curiam
20343,2026 ND 37,Interest of D.G.,McEvers,Per Curiam
20397,2026 ND 76,Interest of D.G.,(none),Per Curiam
20321,2026 ND 17,Disciplinary Board v. Spencer,(none),Per Curiam
20321,2026 ND 17,Disciplinary Board v. Spencer,(none),Per Curiam
20322,2026 ND 18,Disciplinary Board v. Spencer,(none),Per Curiam
20322,2026 ND 18,Disciplinary Board v. Spencer,(none),Per Curiam
20322,2026 ND 18,Disciplinary Board v. Spencer,(none),Per Curiam
20322,2026 ND 18,Disciplinary Board v. Spencer,(none),Per Curiam
20399,2026 ND 78,Drake v. Drake,(none),Per Curiam
20488,2026 ND 100,State v. Wilson,(none),Per Curiam
20404,2026 ND 83,State v. Tracy,(none),Per Curiam
20417,2026 ND 96,Interest of Hoff,(none),Per Curiam
20350,2026 ND 43,Interest of W.J.,(none),Per Curiam
20412,2026 ND 91,Baumgartner v. NDDOT,(none),Per Curiam
20338,2026 ND 32,Interest of S.M.,(none),Per Curiam
20374,2026 ND 65,Interest of B.P.,(none),Per Curiam
20509,2026 ND 104,Craig v. State,(none),Per Curiam
20411,2026 ND 90,Interest of R.Y.W.,(none),Per Curiam
20513,2026 ND 108,"Vacancy in Judgeship No. 6, NEJD",(none),Per Curiam
