oid,matched_via,report_title,db_author,report_author
18724,2009 ND 61,Grzeskowiak v. Nodak Electric Coop.,(none),Per Curiam
18730,2009 ND 68,Johnson v. Department of Transportation,(none),Per Curiam
15192,2009 ND 83,Disciplinary Board v. Light (Consolidated w/ 20080321-20080327),(none),Per Curiam
15217,2009 ND 65,Asset Acceptance LLC v. Grzeskowiak,(none),Per Curiam
18734,2009 ND 93,State v. Kurtenbach (consolidated w/20080339 & 20080340),(none),Per Curiam
18690,2009 ND 128,Fehl-Haber v. State    (Cross Ref w/20060086),(none),Per Curiam
18689,2009 ND 121,Interest of B.K. and D.K. (CONFIDENTIAL),(none),Per Curiam
18687,2009 ND 100,Interest of I.W. & D.A.    (CONFIDENTIAL),(none),Per Curiam
18738,2009 ND 97,Moore v. State  (Cross-Ref. with 20060224),(none),Per Curiam
18695,2009 ND 170,LaRocque v. State,(none),Per Curiam
18691,2009 ND 159,Matter of Hicks,(none),Per Curiam
18694,2009 ND 169,State v. Witzke,(none),Per Curiam
15176,2009 ND 58,Disciplinary Board v. Nemec  (Consolidated w/ 20090078),(none),Per Curiam
18737,2009 ND 96,McArthur v. N.D. Workforce Safety & Insurance,(none),Per Curiam
15163,2009 ND 27,Reciprocal Discipline of Swensen,(none),Per Curiam
15149,2009 ND 26,Reciprocal Discipline of Hellerud,(none),Per Curiam
15169,2009 ND 49,Reciprocal Discipline of Thoms,(none),Per Curiam
18703,2009 ND 190,State v. Kurtenbach (cross-reference w/20080338 through 20080340),(none),Per Curiam
18708,2009 ND 202,"Great Plains National Bank v. Leppert, et al.",(none),Per Curiam
18709,2009 ND 215,State v. Moore,(none),Per Curiam
15200,2009 ND 91,"Judicial Vacancy in Judgeship No. 3, Southwest Judicial District",(none),Per Curiam
18700,2009 ND 186,State v. Johnson,(none),"Maring, Mary"
18707,2009 ND 201,State v. Booth,(none),Per Curiam
18702,2009 ND 188,"Lemer v. N.D. Workforce Safety & Insurance, et al.",(none),Per Curiam
15265,2009 ND 112,Disciplinary Board v. Peterson,(none),Per Curiam
15246,2009 ND 133,Chambering of the New Judgeship in the Northwest Judicial District,(none),Per Curiam
15244,2009 ND 134,Chambering of the New Judgeship in the Southeast Judicial District,(none),Per Curiam
15273,2009 ND 158,"Disciplinary Board v. Fisher  (Cross-ref. w/ 20070343, 20070344, & 20080198)",(none),Per Curiam
15214,2009 ND 111,Disciplinary Board v. Wolff (Interim Suspension),(none),Per Curiam
15266,2009 ND 131,Reciprocal Discipline of Thoms,(none),Per Curiam
18701,2009 ND 187,Ernst v. State,(none),Per Curiam
15323,2010 ND 7,Disciplinary Board v. Askew,(none),Per Curiam
18706,2009 ND 200,State v. Wilson    (Consolidated w.20090204),(none),Per Curiam
18704,2009 ND 199,Matter of Wolff,(none),Per Curiam
18781,2010 ND 36,State v. Henrickson,(none),Per Curiam
15508,2010 ND 4,Everett v. State,(none),Per Curiam
18692,2009 ND 160,Interest of S.Z. (Confidential),(none),Per Curiam
18784,2010 ND 53,"State v. Smestad (consolidated w/20090272, 20090273, & 20090303)",(none),Per Curiam
15515,2010 ND 52,State v. Delaney,(none),Per Curiam
18783,2010 ND 48,"Jarick Products v. MID AM Group, et al.",(none),Per Curiam
18739,2010 ND 111,State v. McKay (Consolidated w/20090296 - 20090298 & 20090342),(none),Per Curiam
18789,2010 ND 74,Skarsgard v. State (consolidated w/20090334-20090336),(none),Per Curiam
18787,2010 ND 72,State v. Jackson,(none),Per Curiam
18760,2010 ND 200,Renville v. Renville,(none),Per Curiam
15409,2009 ND 216,"Judicial Vacancy in Judgeship No. 5, South Central Judicial District",(none),Per Curiam
18788,2010 ND 73,Wery v. State,(none),Per Curiam
20504,2010 ND 54,Hoffner v. Job Service N.D.,(none),Per Curiam
18782,2010 ND 37,Oie v. State,(none),Per Curiam
15335,2010 ND 12,Reciprocal Discipline of Varriano (cross ref. 20090258),(none),Per Curiam
15469,2010 ND 129,State v. Everett,(none),Per Curiam
18790,2010 ND 75,State v. Koenig,(none),Per Curiam
18792,2010 ND 97,City of Fargo v. Knodle,(none),Per Curiam
18752,2010 ND 181,State v. Kraft,(none),Per Curiam
18755,2010 ND 189,Fehl-Haber v. State,(none),Per Curiam
15411,2010 ND 21,"Judicial Vacancy in Judgeship No. 6, East Central Judicial District",(none),Per Curiam
18766,2010 ND 208,Interest of Disbrow,(none),Per Curiam
18791,2010 ND 77,Tarnavsky v. Rankin,(none),Per Curiam
18759,2010 ND 193,State v. Fischer,(none),Per Curiam
18750,2010 ND 179,State v. Penor,(none),Per Curiam
18740,2010 ND 115,State v. Gunderson,(none),Per Curiam
18741,2010 ND 128,State v. Colby,(none),Per Curiam
18756,2010 ND 190,Matter of M.D. (CONFIDENTIAL),(none),Per Curiam
18748,2010 ND 177,State v. Jackson,(none),Per Curiam
15458,2010 ND 127,Disciplinary Board v. Kuhn,(none),Per Curiam
18753,2010 ND 182,Bjarko v. State (consolidated w/20100071),(none),Per Curiam
18763,2010 ND 205,State v. Szklarski,(none),Per Curiam
15514,2010 ND 187,Disciplinary Board v. Lucas,(none),Per Curiam
18780,2010 ND 242,City of Grand Forks v. Riemers,(none),Per Curiam
18800,2011 ND 106,State v. Zottnick (CONSOLIDATED W/20110069),(none),Per Curiam
18754,2010 ND 188,State v. Pankowski,(none),Per Curiam
18801,2011 ND 12,"Howard Venture, LLC, et al. v. Heinze",(none),Per Curiam
18764,2010 ND 206,Nelson v. Nelson,(none),Per Curiam
18773,2010 ND 228,State v. Duffy,(none),Per Curiam
18778,2010 ND 240,State v. Miller,(none),Per Curiam
18771,2010 ND 225,"Schmidt v. Warwick Public School District #29, et al.",(none),Per Curiam
15788,2010 ND 145,"Judicial Vacancy in Judgeship No. 4, SEJD (see 20100169 and 20100174)",(none),Per Curiam
18842,2011 ND 5,State v. Golden (Cross-reference w/20080301),(none),Per Curiam
18762,2010 ND 204,State v. Johnson (cross ref. 20100001),(none),Per Curiam
18747,2010 ND 176,"Rayas v. Marchus, et al.",(none),Per Curiam
18767,2010 ND 209,Holbach v. State (Consolidated w/ 20100142-20100146),(none),Per Curiam
15549,2010 ND 96,Disciplinary Board v. Wolff (Interim Suspension),(none),Per Curiam
18777,2010 ND 239,State v. Foss,(none),Per Curiam
18821,2011 ND 19,State v. Curtis (Cross-reference No. 20080007),(none),Per Curiam
18770,2010 ND 224,State v. Delaney,(none),Per Curiam
18749,2010 ND 178,Interest of B.B. (CONFIDENTIAL),(none),Per Curiam
18779,2010 ND 241,In the Interest of Voisine,(none),Per Curiam
18761,2010 ND 203,Kidwell v. McLean County et al.,(none),Per Curiam
15788,2010 ND 145,Petition to Change Judgeship No. 4 Chambers from New Rockford to Carrington,(none),Per Curiam
15788,2010 ND 145,Petition to Change Judgeship No. 4 Chambers from New Rockford to Lisbon,(none),Per Curiam
18776,2010 ND 238,Cody v. State,(none),Per Curiam
18838,2011 ND 4,Berg v. Wysocki,(none),Per Curiam
18769,2010 ND 223,Blurton v. State,(none),Per Curiam
18768,2010 ND 222,State v. Berglund,(none),Per Curiam
18810,2011 ND 17,State v. Pederson,(none),Per Curiam
15475,2010 ND 142,Reciprocal Discipline of Kenny,(none),Per Curiam
18802,2011 ND 123,State v. Seewalker,(none),Per Curiam
15503,2010 ND 175,Disciplinary Board v. Wolff  (CONSOLIDATED W/ 20100213 & 20200214),(none),"Maring, Mary"
18793,2011 ND 1,State v. Buller,(none),Per Curiam
18772,2010 ND 226,Everett v. State (cross-reference 20080063 and 20090244),(none),Per Curiam
18825,2011 ND 2,State v. Ames,(none),Per Curiam
18774,2010 ND 234,Hoover v. N.D. Dept. of Transportation (cross-reference 20070258),(none),Per Curiam
18837,2011 ND 3,State v. Pelzl,(none),Per Curiam
18775,2010 ND 237,"Gajewski v. State, et al.",(none),Per Curiam
18818,2011 ND 18,State v. Wilson,(none),Per Curiam
15564,2011 ND 8,Disciplinary Board v. Kirschner (Consolidated w/ 20100251),(none),Per Curiam
18840,2011 ND 42,State v. Klein,(none),Per Curiam
18841,2011 ND 43,"Yellow Book Sales v. Bolinske Partnership, et al.",(none),Per Curiam
18808,2011 ND 15,Binstock v. N.D. Dep't. of Transportation,(none),Per Curiam
18843,2011 ND 66,State v. Norman (cross-ref. 20020172),(none),Per Curiam
18765,2010 ND 207,Interest of R.J. (CONFIDENTIAL)(CONS. w/20100299 - 20100303),(none),Per Curiam
15644,2011 ND 110,Disciplinary Board v. Stensland,(none),Per Curiam
18809,2011 ND 16,Foreid v. State (cross-reference w/20080128),(none),Per Curiam
18848,2011 ND 81,State v. Beane (Consolidated w/20100341),(none),Per Curiam
18852,2011 ND 97,Estate of Dionne (cross-reference w/20090016),(none),Per Curiam
18844,2011 ND 72,State v. Trowbridge,(none),Per Curiam
18845,2011 ND 73,Matter of J.G. (CONFIDENTIAL),(none),Per Curiam
18846,2011 ND 79,State v. Mudge (Consolidated w/20100369-20100371),(none),Per Curiam
18806,2011 ND 14,"Interest of J.W., a child (CONFIDENTIAL)",(none),Per Curiam
18847,2011 ND 80,State v. Beane (cross-reference S.C. #20090013),(none),Per Curiam
18794,2011 ND 100,Garten v. State,(none),Per Curiam
18849,2011 ND 82,State v. Erhart,(none),Per Curiam
18805,2011 ND 133,Gussiaas v. Neustel (cross-reference 20100086),(none),Per Curiam
18854,2011 ND 99,Matter of Quilt,(none),Per Curiam
18799,2011 ND 105,Matter of J.M. (CONFIDENTIAL),(none),Per Curiam
18807,2011 ND 149,Makelky v. Makelky,(none),Per Curiam
15743,2011 ND 198,"Tarnavsky, et al. v. Tarnavsky, et al. (consolidated w/20110027 &20110061)",(none),Per Curiam
15587,2011 ND 40,Disciplinary Board v. Delorme,(none),Per Curiam
15656,2011 ND 83,"A.R. Audit Services, Inc. v. Ulledahl",(none),Per Curiam
18804,2011 ND 130,State v. Ennen,(none),Per Curiam
18812,2011 ND 174,State v. Owens,(none),Per Curiam
18797,2011 ND 103,State v. Shoup,(none),Per Curiam
18824,2011 ND 199,Holkesvig v. Moore,(none),Per Curiam
18815,2011 ND 177,State v. Johnson,(none),Per Curiam
18820,2011 ND 181,Holbach v. State,(none),Per Curiam
15613,2011 ND 71,Disciplinary Board v. Rozan,(none),Per Curiam
18798,2011 ND 104,State v. Rogers,(none),Per Curiam
18853,2011 ND 98,Johnson v. State (consolidated w/20110042),(none),Per Curiam
18822,2011 ND 195,State v. Baatz,(none),Per Curiam
18831,2011 ND 220,Interest of J.G. & D.M. (CONFIDENTIAL),(none),Per Curiam
18817,2011 ND 179,Moore v. State,(none),Per Curiam
18819,2011 ND 180,Nadeau v. State,(none),Per Curiam
18829,2011 ND 210,State v. Mayer,(none),Per Curiam
18813,2011 ND 175,State v. Curtiss,(none),Per Curiam
18816,2011 ND 178,State v. Jackson,(none),Per Curiam
18823,2011 ND 196,State v. Rosen,(none),Per Curiam
18827,2011 ND 208,"Matter of L.D.M. (CONFIDENTIAL)(Cross-reference 20040319, 20060360 & 20100137)",(none),Per Curiam
18796,2011 ND 102,Interest of C.L.(CONFIDENTIAL),(none),Per Curiam
18811,2011 ND 173,State ex rel. I.R.S. v. Landrus,(none),Per Curiam
15649,2011 ND 128,Nemec v. Disciplinary Board,(none),Per Curiam
16397,2015 ND 15,Nemec v. Disciplinary Board,(none),Per Curiam
18826,2011 ND 207,Tarnavsky v. Tschider (Cross-reference w/20090348),(none),Per Curiam
18830,2011 ND 211,Tarnavsky v. First National Bank and Trust Co.,(none),Per Curiam
18836,2011 ND 226,Burgess v. N.D. Department of Transportation,(none),Per Curiam
15629,2011 ND 96,Disciplinary Board v. McDonagh,(none),Per Curiam
18902,2012 ND 26,State v. Bruederle (consolidated w/20110180),(none),Per Curiam
18833,2011 ND 222,Cach LLC v. Steele,(none),Per Curiam
18832,2011 ND 221,"Everett v. State (Cross-reference w/20080063, 20090244, 20100222 & 20100392)",(none),Per Curiam
18905,2012 ND 4,Lenton v. Lenton,(none),Per Curiam
18907,2012 ND 42,"Hangsleben v. Halverson, et al.",(none),Per Curiam
18922,2012 ND 7,State v. DeFries,(none),Per Curiam
18904,2012 ND 3,Mosbrucker v. State,(none),Per Curiam
18855,2012 ND 1,"Lindteigen, et al. v. Harris",(none),Per Curiam
18879,2012 ND 2,Milliron v. State,(none),Per Curiam
18916,2012 ND 6,State v. Swearingen,(none),Per Curiam
18910,2012 ND 48,State v. Pack (Consolidated w/ 20110236 & 20110237),(none),Per Curiam
18912,2012 ND 5,Harris v. WSI,(none),Per Curiam
15884,2012 ND 160,Disciplinary Board v. Hann (CONSOLIDATED W/ 20110247 & 20110248),(none),Per Curiam
18914,2012 ND 51,State v. Ramirez,(none),Per Curiam
15761,2011 ND 241,Disciplinary Board v. Kellington,(none),Per Curiam
18924,2012 ND 71,"Holbach v. City of Minot (cross-ref. 20070042, 20070289, 20090038 & 20100144)",(none),Per Curiam
18908,2012 ND 46,State v. Carpenter (Cross-reference w/20100085),(none),Per Curiam
18892,2012 ND 22,State v. Marsette (Cross-reference w/20110170),(none),Per Curiam
18919,2012 ND 67,State v. White,(none),Per Curiam
18906,2012 ND 41,"Troxel v. N.D. Dept. of Transportation, et al.",(none),Per Curiam
18932,2012 ND 95,State v. Sandoval,(none),Per Curiam
15850,2012 ND 107,State v. Unruh,(none),Per Curiam
18931,2012 ND 94,Matter of C.S. (CONFIDENTIAL),(none),Per Curiam
18856,2012 ND 106,Hangsleben v. Halverson,(none),Per Curiam
18918,2012 ND 66,Yellow v. State (Consolidated w/20110310),(none),Per Curiam
18928,2012 ND 84,Tibor v. State,(none),Per Curiam
18926,2012 ND 82,"Willard v. Allstate Ins. Co., et al.",(none),Per Curiam
18913,2012 ND 50,Addai v. State,(none),Per Curiam
15916,2012 ND 174,Disciplinary Board v. Feland,(none),"Sandstrom, Dale"
18873,2012 ND 190,State v. VanDyke,(none),Per Curiam
15787,2012 ND 19,Judicial Conduct Commission v. Hagar (consol. w/ 20110378 - 380),(none),Per Curiam
18861,2012 ND 112,State v. DeLeon (consol.w/20110351),(none),Per Curiam
18868,2012 ND 132,Matter of D.A. (CONFIDENTIAL),(none),Per Curiam
18933,2012 ND 96,Wilson v. State (consolidated w/20110363),(none),Per Curiam
18929,2012 ND 85,Pelzl v. State (cross-reference 20100227),(none),Per Curiam
18859,2012 ND 110,"State, et al. v. Nelson (cross-reference w/20100413)",(none),Per Curiam
18858,2012 ND 109,Thorson v. State (cross-reference w/ 20020212),(none),Per Curiam
18915,2012 ND 52,Interest of A.N.P. (CONFIDENTIAL),(none),Per Curiam
15857,2012 ND 118,Disciplinary Board v. Dyer (CONSOLIDATED W/ 20120021-20120023),(none),Per Curiam
18860,2012 ND 111,Duffy v. State,(none),Per Curiam
15858,2012 ND 116,Disciplinary Board v. Summers,(none),Per Curiam
18874,2012 ND 191,Matter of Hehn (cross-reference 20110053),(none),Per Curiam
18866,2012 ND 130,Toppen v. Toppen,(none),Per Curiam
18863,2012 ND 126,State v. Palmer (Consolidated w/20120078)(cross-reference w/20010125 & 20110347),(none),Per Curiam
18864,2012 ND 127,Interest of Tanner,(none),Per Curiam
15823,2012 ND 61,"Judicial Vacancy in Judgeship No. 3, Southwest Judicial District",(none),Per Curiam
18867,2012 ND 131,State v. Ayala,(none),Per Curiam
15882,2012 ND 124,Disciplinary Board v. Mahler,(none),Per Curiam
18862,2012 ND 125,"Foreid v. State (cross-reference w/20080128, 20100325, & 20110315)",(none),Per Curiam
18865,2012 ND 128,Matter of Wedmore,(none),Per Curiam
18887,2012 ND 212,Interest of T.M. (CONFIDENTIAL) (consolidated w/20120117),(none),Per Curiam
18857,2012 ND 108,Gress v. State (cross-reference w/20110047),(none),Per Curiam
15839,2012 ND 92,Disciplinary Board v. Tollefson  (CONSOLIDATED W/ 20120131 & 20120132),(none),Per Curiam
18869,2012 ND 150,"Reiser, et al. v. Thorpe, et al.",(none),Per Curiam
18923,2012 ND 70,Adoption of K.R.H.N.  (CONFIDENTIAL),(none),Per Curiam
20505,2012 ND 196,"Bank of North Dakota v. Brown, et al.",(none),Per Curiam
18889,2012 ND 214,Stridiron v. State (cross-reference w/20080285),(none),Per Curiam
18882,2012 ND 207,State v. McGeehan,(none),Per Curiam
18888,2012 ND 213,State v. Jones,(none),Per Curiam
18883,2012 ND 208,Holkesvig v. Grove (consol. w/ 20120225),(none),Per Curiam
18877,2012 ND 194,State v. Delage,(none),Per Curiam
18876,2012 ND 193,Application of Covert,(none),Per Curiam
18896,2012 ND 233,Interest of G.L.D. (CONFIDENTIAL) (cross-reference w/20100230),(none),Per Curiam
18875,2012 ND 192,Matter of Quilt (cross reference w/20100397),(none),Per Curiam
18872,2012 ND 189,Everett v. State,(none),Per Curiam
18891,2012 ND 218,Evenson v. Evenson (cross reference w/20060148 & 20080112),(none),Per Curiam
18878,2012 ND 195,"Frazer v. WSI, et al.",(none),Per Curiam
18881,2012 ND 202,"Tarnavsky v. Tarnavsky, et al. (cross-reference w/20020292, 20050457, 20070161)",(none),Per Curiam
18898,2012 ND 236,Holkesvig v. Welte (cons. w/20120204-205) (cross-ref listed in memo screen),(none),Per Curiam
18871,2012 ND 188,"CitiMortgage, Inc. v. Adolph, et al.",(none),Per Curiam
18884,2012 ND 209,State v. Smith,(none),Per Curiam
15943,2012 ND 224,Disciplinary Board v. McDonagh  (Consolidated w/ 20120238),(none),Per Curiam
18894,2012 ND 230,State v. Jirinzu,(none),Per Curiam
18885,2012 ND 210,State v. Anaya-Verajerano,(none),Per Curiam
18901,2012 ND 252,State v. Benefiel (Consolidated w/20120275),(none),Per Curiam
18976,2013 ND 3,Adoption of D.J.D. (CONFIDENTIAL),(none),Per Curiam
18982,2013 ND 5,Poitra v. State (cross-reference w/20090339),(none),Per Curiam
15919,2012 ND 177,Disciplinary Board v. Hoffman (Cross-Reference w/ 20030141 & 20030142),(none),Per Curiam
18900,2012 ND 251,State v. Wolfgram,(none),Per Curiam
18895,2012 ND 232,"Waslaski v. State (consolidated w/ 20120292 & 20120293, cross reference in memo)",(none),Per Curiam
18903,2012 ND 262,State v. Baesler (consolidated w/20120296),(none),Per Curiam
18870,2012 ND 161,Disciplinary Board v. Lawler,(none),Per Curiam
15937,2012 ND 206,Disciplinary Board v. Hankey,(none),Per Curiam
18890,2012 ND 215,Corman v. State,(none),Per Curiam
15930,2012 ND 187,Disciplinary Board v. Jensen,(none),Per Curiam
18886,2012 ND 211,Corman v. State,(none),Per Curiam
15934,2012 ND 205,Disciplinary Board v. Summers,(none),Per Curiam
18899,2012 ND 250,Interest of Voisine (Cross-reference w/20090182 & 20100163),(none),Per Curiam
18977,2013 ND 41,Gaede v. State,(none),Per Curiam
18880,2012 ND 200,Interest of B.K. (CONFIDENTIAL),(none),Per Curiam
18990,2013 ND 7,Pederson v. State,(none),Per Curiam
18984,2013 ND 6,State v. Chase,(none),Per Curiam
18934,2013 ND 1,Holkesvig v. State (Consolidated w/20120334),(none),Per Curiam
18940,2013 ND 15,"Dakota Heritage Bank v. Pankonin, et al.",(none),Per Curiam
18980,2013 ND 44,State v. Wisham,(none),Per Curiam
18955,2013 ND 2,Holkesvig v. Moore (Cross-reference w/20110007),(none),Per Curiam
18965,2013 ND 22,State v. Flah,(none),Per Curiam
18981,2013 ND 45,Matter of C.J.S.,(none),Per Curiam
18985,2013 ND 63,"Matter of Emelia Hirsch Trust (Cross-reference w/20080209,20120141,20120241)",(none),Per Curiam
18936,2013 ND 113,State v. Hamilton,(none),Per Curiam
18970,2013 ND 23,State v. Kusy,(none),Per Curiam
18978,2013 ND 42,"Froistad v. Schmalenberger, et al.",(none),Per Curiam
18897,2012 ND 235,Interest of A.J.L.H. (Confidential) (consolidated w/20120383-20120385),(none),Per Curiam
18983,2013 ND 59,Kruckenberg v. State (cross-reference w/20080106 & 20110333),(none),Per Curiam
18992,2013 ND 88,State v. Grant,(none),Per Curiam
18989,2013 ND 67,Steen v. State (consolidated w/20120399 - 20120402),(none),Per Curiam
18997,2013 ND 93,State v. Butcher,(none),Per Curiam
18988,2013 ND 66,Ennen v. State (cross-reference with 20110003),(none),Per Curiam
18995,2013 ND 91,State v. Smith,(none),Per Curiam
18996,2013 ND 92,Spotted Wolf v. State,(none),Per Curiam
18993,2013 ND 89,State v. Pearson (Consolidated w/ 20120438 & 20120439),(none),Per Curiam
18935,2013 ND 107,Smedshammer v. Smedshammer,(none),Per Curiam
15989,2013 ND 20,"Disciplinary Board v. McDonagh (Cross-ref. w/ 20110167,20120237 & 20120238)",(none),Per Curiam
18942,2013 ND 162,State v. Ratteray,(none),Per Curiam
18986,2013 ND 64,Waslaski v. State,(none),Per Curiam
16003,2013 ND 39,Disciplinary Board v. Gross,(none),Per Curiam
16048,2013 ND 84,Disciplinary Board v. Triplett,(none),Per Curiam
16350,2013 ND 244,Stensland v. Disciplinary Board,(none),Per Curiam
16111,2013 ND 115,State v. Carpenter (cross-reference 20100085 & 20110283),(none),Per Curiam
16200,2014 ND 14,State v. Holbach (cross-reference w/ 20120155 & 20120215),(none),Per Curiam
16097,2013 ND 151,Disciplinary Board v. Lee,(none),Per Curiam
15988,2013 ND 18,Reciprocal Discipline of Kitchen,(none),Per Curiam
16488,2013 ND 19,Reciprocal Discipline of Kleinsmith,(none),Per Curiam
18937,2013 ND 114,State v. Varnson,(none),Per Curiam
18987,2013 ND 65,Interest of J.P. (Confidential) (consolidated with 20130057 & 20130058),(none),Per Curiam
16652,2013 ND 21,In the Matter of Finstad (CONFIDENTIAL),(none),Per Curiam
17195,2018 ND 146,In the Matter of Finstad (CONFIDENTIAL),(none),Per Curiam
18944,2013 ND 165,State v. Moran,(none),Per Curiam
18991,2013 ND 87,Gray v. State,(none),Per Curiam
18998,2013 ND 96,City of Fargo v. Moran,(none),Per Curiam
18945,2013 ND 166,State v. Zander,(none),Per Curiam
18956,2013 ND 201,Davis v. State,(none),Per Curiam
18994,2013 ND 90,Ratka v. N.D. Dep't of Transportation,(none),Per Curiam
18943,2013 ND 163,State v. Nefzger,(none),Per Curiam
18952,2013 ND 197,State v. Lang,(none),Per Curiam
16263,2013 ND 223,State v. Kling,(none),Per Curiam
19040,2014 ND 22,Brandt v. Brandt,(none),Per Curiam
18949,2013 ND 180,Beauclair v. Vanderveer,(none),Per Curiam
16067,2013 ND 111,Disciplinary Board v. McIntee  (Consolidated w/ 20130120),(none),Per Curiam
16046,2013 ND 82,Chambering of Judgeship No. 10 in the Northwest Judicial District,(none),Per Curiam
16051,2013 ND 86,Chambering of Judgeship No. 11 in the Northwest Judicial District,(none),Per Curiam
18962,2013 ND 208,State v. Klamm,(none),Per Curiam
18951,2013 ND 194,State v. Mossey,(none),Per Curiam
18947,2013 ND 178,State v. Clements,(none),Per Curiam
18950,2013 ND 181,State v. Johnson,(none),Per Curiam
18954,2013 ND 199,State v. Lattergrass,(none),Per Curiam
18946,2013 ND 177,State v. Goulet,(none),Per Curiam
18999,2014 ND 100,Phillips v. State,(none),Per Curiam
16192,2014 ND 10,Phillips v. State,Sandstrom,Per Curiam
18948,2013 ND 179,Sweeney v. Kirby (cross-reference w/20120339),(none),Per Curiam
16137,2013 ND 135,Judicial Redistricting (consol. w/ 20130221),(none),Per Curiam
16137,2013 ND 135,Judicial Redistricting (consol. w/ 20130221),(none),Per Curiam
18974,2013 ND 233,Matter of Muscha,(none),Per Curiam
18969,2013 ND 229,State v. Kaka,(none),Per Curiam
18957,2013 ND 202,State v. Klamm,(none),Per Curiam
18953,2013 ND 198,"Peterson v. Pierce, et al.",(none),Per Curiam
18973,2013 ND 232,State v. Fee (consol. 20130177),(none),Per Curiam
19044,2014 ND 43,State v. Benson,(none),Per Curiam
18967,2013 ND 226,"Industrial Contractors, Inc. v. WSI, et al.",(none),Per Curiam
18966,2013 ND 224,State v. Rau,(none),Per Curiam
18964,2013 ND 213,State v. Blagen,(none),Per Curiam
18972,2013 ND 231,State v. Ruddell,(none),Per Curiam
18963,2013 ND 209,Sateren v. Sateren (cross-referenced w/20120192),(none),Per Curiam
18959,2013 ND 204,"State, et al. v. Eli",(none),Per Curiam
18968,2013 ND 228,Johnson v. State,(none),Per Curiam
18975,2013 ND 251,"Tollefson v. Bjornstad, et al. (cross-reference w/20120347)",(none),Per Curiam
18939,2013 ND 140,Interest of M.S. (CONFIDENTIAL),(none),Per Curiam
18941,2013 ND 161,Interest of C.R.,(none),Per Curiam
18971,2013 ND 230,State v. Kippen (consolidated w/20130263),(none),Per Curiam
19043,2014 ND 36,Tweed v. State,(none),Per Curiam
18961,2013 ND 207,"Interest of T.D., a Child (CONFIDENTIAL)",(none),Per Curiam
16161,2013 ND 220,Reciprocal Discipline of Kalk,(none),Per Curiam
18958,2013 ND 203,Newman v. State,(none),Per Curiam
16360,2014 ND 197,"MKB Management Corp, et al. v. Burdick, et al.",(none),Per Curiam
19042,2014 ND 27,Delaney v. State,(none),Per Curiam
19045,2014 ND 58,State v. Silva,(none),Per Curiam
16160,2013 ND 221,Disciplinary Board v. Wolff (Consol. w/ 20130268-20130273),(none),Per Curiam
19025,2014 ND 20,Oie v. State,(none),Per Curiam
16209,2014 ND 33,Judicial Conduct Commission v. Hagar,(none),Per Curiam
19047,2014 ND 75,State v. Thrasher,(none),Per Curiam
19005,2014 ND 116,"Frith v. WSI, et al.",(none),Per Curiam
16184,2013 ND 250,Disciplinary Board v. Hardwick (Consolidated w/ 20130289),(none),Per Curiam
16226,2014 ND 44,Disciplinary Board v. Howe,(none),Per Curiam
16240,2014 ND 62,Disciplinary Board v. Overboe (Consol. w/ 20130304-20130306),(none),Per Curiam
16159,2013 ND 222,Disciplinary Board v. Craft,(none),Per Curiam
19030,2014 ND 21,Swearingen v. State (cross-ref. w/20130063),(none),Per Curiam
18960,2013 ND 206,Interest of H.D. (Confidential),(none),Per Curiam
16254,2014 ND 86,State v. Juntunen,Sandstrom,Per Curiam
19004,2014 ND 115,State v. Juntunen,(none),Per Curiam
16231,2014 ND 50,Judicial Conduct Commission v. Corwin,(none),Per Curiam
16420,2014 ND 59,State v. Johnson (cross ref. w/20130137 - briefs not published),(none),Per Curiam
16187,2014 ND 1,Disciplinary Board v. Tollefson  (Consolidated w/ 20130344 & 20130345),(none),Per Curiam
16164,2013 ND 227,Reciprocal Discipline of Murrin,(none),Per Curiam
19050,2014 ND 96,State v. Simmons,(none),Per Curiam
19052,2014 ND 99,State v. Gates,(none),Per Curiam
19001,2014 ND 112,"IRET Properties v. Tano, et al.",(none),Per Curiam
19048,2014 ND 76,Heidt v. Heidt,(none),Per Curiam
19002,2014 ND 113,State v. Thomas,(none),Per Curiam
19008,2014 ND 120,Hinojosa v. State,(none),Per Curiam
19009,2014 ND 121,Keltner v. Levi,(none),Per Curiam
16162,2013 ND 225,"Vacancy in Judgeship No. 6, East Central Judicial District",(none),Per Curiam
19006,2014 ND 117,Winarske v. State,(none),Per Curiam
19000,2014 ND 108,State v. Brown,(none),Per Curiam
19003,2014 ND 114,Medalen v. Medalen,(none),Per Curiam
16204,2014 ND 19,Disciplinary Board v. Summers (Consolidated w/ 20130415 & 20130416),(none),Per Curiam
19011,2014 ND 140,State v. Towry,(none),Per Curiam
19049,2014 ND 78,Palmer v. State,(none),Per Curiam
16202,2014 ND 16,"Vacancy in Judgeship No. 8, SCJD",(none),Per Curiam
19036,2014 ND 215,"Vivatson v. Haugen, et al.",(none),Per Curiam
19007,2014 ND 118,"Interest of J.M. (CONFIDENTIAL)(cross-ref. w/20050383, 20100398, 20120253)",(none),Per Curiam
16201,2014 ND 15,"Vacancy in Judgeship No. 1, ECJD",(none),Per Curiam
19051,2014 ND 98,Voisine v. State,(none),Per Curiam
19018,2014 ND 185,"Hamilton, et al., v. Woll, et al. (cross-ref. w/20120269)",(none),Per Curiam
19014,2014 ND 159,State v. Brenny,(none),Per Curiam
